appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,mac,windows,linux,Free to Play,Adventure,Simulation,Sports,Indie,Strategy,Early Access,Casual,Action,Racing,RPG,Single-player,MMO,Includes level editor,VR Support,Controller Support,Online,Multi-Player,co-op,Local
684430,JU,2017-10-19,1,张公子,张公子,0,8,17,0,0,0,10000,0.79,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
684470,Super Blockbreak 3D,2017-07-29,1,abstract garden,abstract garden,0,15,2,4,0,0,10000,4.99,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
684490,MonsterS in haha Island (群妖志),2017-08-19,1,Muggle,Muggle,0,0,1,1,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
684510,Orn the tiny forest sprite,2018-12-24,1,FIVE12 GAMES LTD,FIVE12 GAMES LTD,0,0,3,3,0,0,10000,8.99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
684530,Lance A Lot: Enhanced Edition,2017-09-28,1,Brimstone,Brimstone,0,23,43,3,0,0,10000,5.79,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
684560,Beyond the Wall,2017-08-08,1,Leprechaun Games,Leprechaun Games,0,0,7,6,0,0,10000,2.09,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
684570,Dr. Dungeon's MADMAN!,2017-07-27,1,Robert J. Deutsch,Robert J. Deutsch,0,0,3,1,0,0,10000,10.99,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
684580,Shoppe Keep 2 - Business and Agriculture RPG Simulation,2019-04-25,1,Strange Fire,Excalibur Games,0,36,566,348,0,0,35000,7.49,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1
684590,Tale of Enki: Pilgrimage,2019-01-29,1,Jordan Allen;Howard Ross IV,Jordan Allen;Howard Ross IV,0,72,12,0,0,0,10000,6.99,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
684620,JetX VR,2019-04-11,1,Singularity Lab,Fibrum Limited,0,24,15,4,0,0,10000,10.99,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1
684650,Turret Sector,2017-08-07,1,Kittik Game Studio,Kittik Game Studio,0,0,2,3,0,0,10000,4.99,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
684680,Polygoneer,2017-08-24,1,NukGames,NukGames,0,40,70,5,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
684720,Battlegun,2017-08-09,1,Norven Games;Kaan Köse,Norven Games;Kaan Köse,0,0,144,73,9,9,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
684770,Fall Fear Fly Redemption,2017-10-16,1,Lobaki,Lobaki,0,0,2,1,0,0,10000,0.79,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
684820,Singularity Roller,2017-08-13,1,starmops,starmops,0,50,8,22,0,0,10000,3.99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
684870,Spiral Splatter,2017-08-09,1,Neonchimp Games,Sometimes You,0,18,13,2,0,0,10000,3.99,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
684930,Fantasy ERA,2017-08-10,1,Fatih KAYA,FKgames,0,0,7,10,0,0,10000,3.99,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1
684940,LOGistICAL: British Isles,2017-08-08,1,Sacada,Sacada,0,3039,10,4,0,0,10000,6.99,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
684970,Rules of Destruction,2017-08-25,1,FireBurnGames,FireBurnGames,0,0,4,2,0,0,10000,5.59,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
684980,Sudokube,2017-11-15,1,Phil Blank,Phil Blank,0,19,7,0,0,0,10000,1.99,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685000,BAE,2017-08-07,1,Riviysky,Riviysky,0,0,32,13,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685020,Spacecraft,2017-08-22,1,Spacevb Studio,Spacevb Studio,0,0,27,29,0,0,10000,2.09,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
685040,Mr Rabbit's Jigsaw Puzzle,2017-09-13,1,Alakhaine Specialist Consulting Limited,Alakhaine Specialist Consulting Limited,0,0,9,3,0,0,10000,1.59,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685050,Spartan,2017-10-02,1,Sinister Cyclops Game Studio,Sinister Cyclops Game Studio,0,13,14,1,0,0,10000,1.69,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
685120,Geometry World,2017-09-19,1,Eder Gabriel,Eder Gabriel,0,51,1,0,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685130,Radar Defense,2017-12-28,1,Adage Games,Adage Games,0,120,6,1,0,0,10000,3.99,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
685200,Seconds to Square,2017-08-23,1,Fast Fall Studios,Fast Fall Studios,0,0,41,15,0,0,10000,0.0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
685230,Alienzix,2017-08-25,0,Xero TR-MMXZ;Xeneder,Xitilon,0,0,23,9,0,0,10000,2.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
685240,Paradiddle,2017-10-31,1,Emre Tanirgan,Emre Tanirgan,0,0,43,4,0,0,10000,7.99,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
685310,Transport Defender,2017-09-11,1,Coconut Shavers,Coconut Shavers,0,362,192,58,104,104,75000,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685340,Delivery from the Pain,2017-10-05,1,DigiPotato Studio,HuaYiGame,0,81,259,74,714,714,10000,5.69,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
685370,Jewels of the Mysterious Woodland,2017-08-10,1,Boogygames Studios,Boogygames Studios,0,0,2,5,0,0,10000,2.79,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685390,Pain Train PainPocalypse,2017-08-11,1,Virtual Top,VT Publishing,0,5000,31,37,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
685400,Skelly Selest,2018-05-01,1,Anthony Case,Caiysware,0,42,155,7,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
685420,Grace of Zordan,2017-10-25,1,Cybergrotex,Cybergrotex,0,15,82,64,0,0,35000,0.0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
685430,Run Crabby Run - adventure,2017-08-02,1,Crabby Team,Crabby Team,0,0,5,2,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
685450,Cobos,2017-10-17,1,Anton Shatalov,Anton Shatalov,0,0,6,0,0,0,10000,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
685570,TurretMaster,2017-11-28,1,Hikati Games,Hikati Games LLC,0,0,4,0,0,0,10000,2.09,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
685680,Sakura Gamer,2017-10-05,1,Winged Cloud,Winged Cloud,0,8,151,21,221,221,10000,6.99,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
685690,Guns'n'Stories: Bulletproof VR,2018-03-08,1,MIROWIN,MIROWIN,0,54,194,20,140,140,10000,17.99,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
685730,VR Darts Zone,2017-09-15,1,RealityBusters.co,MoreFromIT Sp. z o.o.,0,0,0,1,0,0,10000,5.59,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
685750,The soldier in the mine,2017-08-14,1,Laush Dmitriy Sergeevich,Laush Studio,0,1215,27,27,0,0,10000,2.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
685760,Stones of Rome,2017-10-16,1,Nijumi Games,rokaplay,0,0,1,1,0,0,10000,6.19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685790,Ruthless Safari,2017-08-12,1,SharkGame,Laush Studio,0,10,44,68,1,1,10000,2.89,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
685800,Tough Story: Big Hell,2017-09-25,1,Outlaw,Outlaw,0,0,10,0,0,0,10000,1.59,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
685910,Battlefleet Engineer,2017-08-18,1,Tomi Syväjärvi,Tomi Syväjärvi,0,0,8,2,0,0,10000,3.99,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
685920,Angry Gnome,2017-08-31,1,Gorbachev V.A.,Gorbachev V.A.,0,16,3,1,0,0,10000,1.69,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685950,Joy Pony,2017-08-15,1,Dio Alias Games;Evgeny Osmet,Dio Alias Games,0,134,106,61,1,1,10000,0.79,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
685970,Martha Madison: Forces,2018-02-08,1,Second Avenue Learning,Second Avenue Learning,0,0,0,1,0,0,10000,1.69,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
685990,Forgotten Land,2017-10-09,1,Donbass Games,Donbass Games,0,6,31,52,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
686000,Lightwire,2017-08-24,1,nonPareil Studios,nonPareil Institute,0,0,1,1,0,0,10000,0.79,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686010,The Hunt - Rebuilt,2017-09-12,1,Peddler Games,Peddler Games,0,0,12,1,0,0,10000,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
686030,Digital Domain’s Monkey King™,2018-02-06,1,Digital Domain,Digital Domain,0,0,13,1,0,0,10000,3.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
686040,ReallyGoodBattle,2018-02-14,1,Boxhead Games,Boxhead Games,0,0,3,1,0,0,10000,2.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
686090,Bloodlines of Prima,2017-09-25,1,Amazastrophic,Amazastrophic,0,0,4,3,0,0,10000,15.49,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
686100,CanBoom VR,2017-08-22,1,eiNpictures,eiNpictures,7,0,0,2,0,0,10000,5.59,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686110,Robot Heroes,2017-08-25,1,Heroes Productions,Heroes Productions,0,34,48,8,0,0,10000,1.59,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
686180,Cat Girl,2017-08-28,1,夢かき屋,Paradise Project,0,0,235,160,0,0,75000,0.79,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
686190,Killing Time,2017-09-20,1,ONEONE1,Paradise Project,0,0,512,179,237,237,150000,1.59,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
686200,Door Kickers: Action Squad,2018-09-10,1,PixelShard;KillHouse Games,KillHouse Games,0,47,820,67,39,39,35000,10.99,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
686230,OutSplit,2017-08-11,1,Riviysky,Riviysky,0,0,13,11,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686260,Forged Battalion,2018-08-14,1,Petroglyph,Team17 Digital Ltd,0,0,492,264,17,17,150000,15.49,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
686340,Insanity VR: Last Score,2017-08-15,1,Threevol,Threevol,0,0,109,16,1,1,35000,0.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
686360,Dungeons & Treasure VR,2017-11-30,1,SDC Ventures,SDC Ventures,0,30,29,8,0,0,10000,14.99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
686380,Nightmare at the lighthouse,2017-08-14,1,LsgStudio,Bill Lazos,0,0,3,5,0,0,10000,3.99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
686440,Hard Time,2017-08-16,1,MDickie,MDickie,0,0,55,14,0,0,10000,3.99,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
686450,The Little Ball That Could,2017-09-12,1,NaissusWorks,NaissusWorks,0,27,12,0,0,0,10000,5.59,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
686490,ArkanoidSmoking,2017-08-14,1,StalkerAlex..,StalkerAlex.,0,0,3,5,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686500,Sylvio 2,2017-10-11,1,Stroboskop,Stroboskop,0,24,23,14,0,0,10000,10.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
686510,Fatty Rabbit Hole,2017-08-21,1,Martin Crownover,"Massive Catapult Creative, Inc.",12,43,5,0,0,0,10000,2.09,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
686520,Gnomes Garden New home,2017-12-14,1,Toyman;Creobit,8Floor,0,21,13,3,0,0,10000,3.99,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686550,Trivia Vault: Mixed Trivia,2017-08-11,1,Ripknot Systems,Ripknot Systems,0,5000,19,15,0,0,10000,14.99,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
686570,Freedom Defender,2017-08-25,1,League of Sweat Ent.,League of Sweat Ent.,0,48,64,27,0,0,10000,3.99,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686580,Storms of Shambhala,2017-10-11,1,Corwin Peters,Mythos Method,0,7,3,0,0,0,10000,7.19,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
686600,Rapture Rejects,2018-11-29,1,Galvanic Games;Explosm Games,tinyBuild,0,0,598,644,18,22,35000,15.49,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
686610,Sobreviva,2017-08-23,1,Marafigogames,Marafigogames,0,0,5,4,0,0,10000,1.69,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
686620,3D Mahjong worlds,2018-04-16,1,PixelBrain Studio,PixelBrain Studio,0,18,6,3,0,0,10000,5.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686630,Bricks In The Box,2018-07-11,1,Nanite Storm,Nanite Storm,0,15,2,0,0,0,10000,2.89,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
686640,Space Panic Arena,2017-08-03,1,Xefier Games Inc.,EvolVR Games Ltd.,0,12,5,4,0,0,10000,11.99,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
686680,Computer Tycoon,2017-10-12,1,Progorion,Progorion,0,0,285,79,0,0,10000,15.49,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
686740,Haunted Dungeons: Hyakki Castle,2017-11-14,1,Happinet,Happinet,0,18,13,9,0,0,10000,10.99,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
686760,Carpe Diem: Reboot,2017-09-29,1,Moonlit Works,Moonlit Works,0,7,56,7,0,0,10000,3.99,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686870,Lost Items,2017-08-03,1,ZoR Dev,ZoR Dev,0,0,20,8,0,0,10000,0.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
686900,Bronze Age - HD Edition,2017-09-25,1,Clarus Victoria,Clarus Victoria,0,15,55,20,0,0,10000,1.99,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
686910,Delirium,2017-08-31,1,Night Whale,Night Whale,0,0,4,4,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
686940,Captivus,2017-10-03,1,Christopher Howard,Christopher Howard,0,0,4,3,0,0,10000,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
686950,AESCULAP® OrthoPilot®Elite VR Palpation,2017-09-18,1,NMY Mixed-Reality Communication GmbH,B. Braun,0,0,6,2,0,0,10000,0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
687260,Tokyo Dark,2017-09-07,1,Cherrymochi,Square Enix,18,44,537,54,433,433,35000,13.59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
687270,Divide,2017-11-17,1,Exploding Tuba Studios,Exploding Tuba Studios,0,13,5,3,0,0,10000,15.49,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
687280,The Awakening,2017-09-21,1,Dark Polygon Ltda.;Jalomot Ltda.,Dark Polygon Ltda.,0,0,29,25,1,1,75000,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
687310,Xenia,2017-09-01,1,Dimitrios Floros,Loresoft,0,10,17,3,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
687320,MINE!,2017-09-05,1,Tantrum Lab,Tantrum North America,0,0,8,4,0,0,10000,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
687360,Doodle Jamboree,2017-09-26,1,Mike Laraman,Mike Laraman,0,0,13,0,0,0,10000,1.59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
687390,Huedango,2017-08-25,1,Decerion,Decerion,0,49,1,2,0,0,10000,0.79,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
687480,Trivia Vault: Science & History Trivia,2017-08-14,1,Ripknot Systems,Ripknot Systems,0,5000,21,17,25322,25322,10000,9.99,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
687490,Trivia Vault: Super Heroes Trivia,2017-08-15,1,Ripknot Systems,Ripknot Systems,0,5000,28,17,0,0,10000,9.99,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
687510,WireNet,2017-08-25,1,Xero TR-MMXZ,Xitilon,0,0,11,5,2,2,10000,2.09,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
687540,Tasty Planet,2017-11-02,1,Dingo Games,Dingo Games,0,24,31,11,0,0,10000,3.99,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
687560,Avoid The Monsters,2017-08-15,1,Wouter van Oortmerssen,Wouter van Oortmerssen,0,15,12,3,0,0,10000,0.79,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
687590,Juniper's Knot,2017-08-29,1,Dischan Media,Dischan Media,0,0,142,5,0,0,10000,0.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
687600,Magic Pixel Picross,2017-08-15,1,"Shandong Jerei Digital Technology Co.,LTD.","Shandong Jerei Digital Technology Co.,LTD.",12,0,8,13,0,0,10000,2.79,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
687610,Cat vs. Corgis,2017-08-24,1,Team 7 Lives,Team 7 Lives,0,26,2,0,0,0,10000,4.99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
687630,Epic Cards Battle 2 (TCG),2018-09-07,1,momoStorm Entertainment,momoStorm Entertainment,0,0,53,33,0,0,35000,0.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
687640,Infinity Assassin (VR),2017-09-01,1,"MAMMOSSIX Co., Ltd.","MAMMOSSIX Co., Ltd.",0,0,0,3,0,0,10000,7.19,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
687650,辣条杂货店:令人感动的童年回忆，经典策略模拟经营解密,2017-08-17,0,微信公众号：萌石,微信公众号：萌石,0,22,155,111,5,5,10000,4.79,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
687720,Baobabs Mausoleum Ep. 2: 1313 Barnabas Dead End Drive,2018-02-27,1,Celery Emblem™,Zerouno Games,0,13,6,3,0,0,10000,4.79,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
687730,My Way VR,2017-11-20,1,Destinations VR,Destinations VR,0,0,1,3,0,0,10000,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
687750,Yandere School,2017-09-01,1,Tea & Cake Games,Tea & Cake Games,0,13,101,80,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
687760,Occultus - Mediterranean Cabal,2017-11-01,1,Sylphe Labs,Microids,0,0,4,6,0,0,10000,3.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
687830,Transparent Black,2017-08-24,1,LR Studio,LR Studio,0,11,137,9,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
687850,Head Goal: Soccer Online,2017-08-18,1,Unusualsoft,Unusualsoft,0,0,272,81,58,58,75000,0.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
687870,CINEVR - The Movie Theater,2017-08-28,1,CINEMUR,CINEMUR,0,0,13,16,0,0,10000,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
687890,Runaway VR,2017-08-04,1,Panoramik Inc,Panoramik Inc,0,20,13,2,0,0,10000,5.99,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
687900,unWorded,2017-10-10,1,Bento Studio,Plug In Digital,0,0,12,1,0,0,10000,2.89,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
687920,Tropical Liquor,2018-03-09,1,Tentacle Games,Sekai Project,0,19,444,95,483,483,35000,7.19,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
687980,Mothlight,2017-08-25,1,Samu,Samu,0,0,242,12,0,0,35000,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
688000,Trials of the Thief-Taker,2017-08-10,1,Choice of Games,Choice of Games,0,49,4,4,0,0,10000,2.89,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
688020,Kitchen Simulator 2,2017-08-17,1,WhackAKey Games,WhackAKey Games,0,0,7,14,0,0,10000,0.79,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
688050,BoidWatch,2017-09-01,1,Emmett Baber,LongShip LLC,0,0,1,0,0,0,10000,0.79,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
688060,Odd Realm,2019-01-10,1,Unknown Origin Games Inc,Unknown Origin Games Inc,0,0,101,14,0,0,10000,7.19,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
688070,Legendary Gary,2018-02-20,1,Evan Rogers,Evan Rogers,0,0,33,2,0,0,10000,11.39,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
688110,BlockGame,2017-09-12,1,Tyler Pomplon,Tyler Pomplon,0,16,8,0,0,0,10000,2.89,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
688130,Pogostuck: Rage With Your Friends,2019-02-28,1,Hendrik Felix Pohl,Hendrik Felix Pohl,0,16,324,95,0,0,35000,5.99,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1
688140,Tempest 4000,2018-07-17,1,Llamasoft Ltd.,Atari Inc,0,21,56,25,0,0,10000,15.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
688170,Denki Gaka's Bombshell,2017-08-16,1,Denki Gaka,Denki Gaka,0,0,3,1,0,0,10000,1.99,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
688200,Cassandra's Fabulous Foray,2018-02-07,1,Arcani Interactive,Arcani Interactive,0,0,2,1,0,0,10000,0.79,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
688210,Deathlands,2017-11-24,1,Frost Studios,Frost Studios,0,0,3,0,0,0,10000,3.99,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
688260,Morph Girl,2017-08-30,1,Jaydeb,Jaydeb,0,13,36,18,0,0,10000,2.99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
688330,Zombie Commando 3D,2017-08-27,1,YouzuStar,Wegame,0,15,3,1,0,0,10000,4.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
688350,Wrath of the Goliaths: Dinosaurs,2018-09-13,1,Ascendence Studios,Ascendence Studios,0,19,4,8,0,0,10000,11.39,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
688360,Destiny of Blood / 血之命运,2017-08-25,1,tengenstudio,tengenstudio,0,41,39,20,0,0,10000,1.69,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
